,id,사건번호,데이터출처명,사건종류코드,사건종류명,선고,선고일자,판례일련번호,판결유형,법원종류코드,법원명,판례상세링크,사건명
0,2,2014르2496,대법원,400103,가사,선고,2015.10.23,179471,판결 : 상고,,서울가정법원,/DRF/lawService.do?OC=topaz11100&target=prec&ID=179471&type=HTML&mobileYn=,이혼
